pairs_per_task,trial,task,mean_gap,ci95_low,ci95_high,triggered,sampling_seed,bootstrap_seed
50,168,count,-0.38,-0.52,-0.24,True,70277628,70277629
50,168,ocr,0.08,0.0,0.18,False,70277629,70277630
50,168,shape,0.0,-0.12,0.12,False,70277630,70277631
50,168,spatial,0.24,0.12,0.36,False,70277631,70277632
50,169,color,0.04,-0.12,0.2,False,70277726,70277727
50,169,coordinate,0.1,-0.06,0.26,False,70277727,70277728
50,169,count,-0.3,-0.42,-0.18,True,70277728,70277729
50,169,ocr,0.02,-0.04,0.1,False,70277729,70277730
50,169,shape,-0.12,-0.24,0.0,False,70277730,70277731
50,169,spatial,0.2,0.1,0.32,False,70277731,70277732
50,170,color,0.16,-0.02,0.36,False,70277826,70277827
50,170,coordinate,0.0,-0.18,0.18,False,70277827,70277828
50,170,count,-0.34,-0.48,-0.22,True,70277828,70277829
50,170,ocr,-0.02,-0.1,0.06,False,70277829,70277830
50,170,shape,-0.06,-0.16,0.04,False,70277830,70277831
50,170,spatial,0.24,0.12,0.36,False,70277831,70277832
50,171,color,0.34,0.2,0.48,False,70277926,70277927
50,171,coordinate,0.06,-0.06,0.18,False,70277927,70277928
50,171,count,-0.22,-0.34,-0.12,True,70277928,70277929
50,171,ocr,0.02,-0.08,0.12,False,70277929,70277930
50,171,shape,0.0,-0.1,0.1,False,70277930,70277931
50,171,spatial,0.28,0.16,0.4,False,70277931,70277932
50,172,color,0.2,0.04,0.36,False,70278026,70278027
50,172,coordinate,-0.02,-0.18,0.12,False,70278027,70278028
50,172,count,-0.26,-0.38,-0.14,True,70278028,70278029
50,172,ocr,-0.02,-0.1,0.04,False,70278029,70278030
50,172,shape,-0.06,-0.16,0.04,False,70278030,70278031
50,172,spatial,0.16,0.06,0.26,False,70278031,70278032
50,173,color,0.22,0.08,0.36,False,70278126,70278127
50,173,coordinate,0.02,-0.16,0.18,False,70278127,70278128
50,173,count,-0.28,-0.42,-0.16,True,70278128,70278129
50,173,ocr,-0.06,-0.14,0.0,False,70278129,70278130
50,173,shape,-0.08,-0.2,0.04,False,70278130,70278131
50,173,spatial,0.2,0.1,0.32,False,70278131,70278132
50,174,color,0.32,0.16,0.48,False,70278226,70278227
50,174,coordinate,0.04,-0.08,0.18,False,70278227,70278228
50,174,count,-0.36,-0.5,-0.24,True,70278228,70278229
50,174,ocr,0.02,-0.06,0.1,False,70278229,70278230
50,174,shape,0.0,-0.08,0.08,False,70278230,70278231
50,174,spatial,0.36,0.22,0.5,False,70278231,70278232
50,175,color,0.16,0.0,0.32,False,70278326,70278327
50,175,coordinate,0.08,-0.06,0.22,False,70278327,70278328
50,175,count,-0.28,-0.4,-0.16,True,70278328,70278329
50,175,ocr,0.06,0.0,0.12,False,70278329,70278330
50,175,shape,-0.08,-0.18,0.0,False,70278330,70278331
50,175,spatial,0.26,0.14,0.38,False,70278331,70278332
50,176,color,0.1,-0.08,0.28,False,70278426,70278427
50,176,coordinate,0.06,-0.1,0.22,False,70278427,70278428
50,176,count,-0.24,-0.36,-0.12,True,70278428,70278429
50,176,ocr,0.06,-0.04,0.16,False,70278429,70278430
50,176,shape,0.0,-0.12,0.12,False,70278430,70278431
50,176,spatial,0.3,0.18,0.44,False,70278431,70278432
50,177,color,0.2,0.04,0.36,False,70278526,70278527
50,177,coordinate,0.2,0.04,0.34,False,70278527,70278528
50,177,count,-0.36,-0.5,-0.22,True,70278528,70278529
50,177,ocr,-0.04,-0.14,0.06,False,70278529,70278530
50,177,shape,0.02,-0.1,0.16,False,70278530,70278531
50,177,spatial,0.3,0.18,0.44,False,70278531,70278532
50,178,color,0.24,0.06,0.4,False,70278626,70278627
50,178,coordinate,0.1,-0.04,0.24,False,70278627,70278628
50,178,count,-0.28,-0.4,-0.16,True,70278628,70278629
50,178,ocr,0.0,-0.08,0.08,False,70278629,70278630
50,178,shape,-0.04,-0.16,0.08,False,70278630,70278631
50,178,spatial,0.28,0.16,0.4,False,70278631,70278632
50,179,color,0.16,-0.02,0.34,False,70278726,70278727
50,179,coordinate,0.1,-0.04,0.24,False,70278727,70278728
50,179,count,-0.34,-0.48,-0.22,True,70278728,70278729
50,179,ocr,0.06,-0.04,0.16,False,70278729,70278730
50,179,shape,-0.06,-0.18,0.06,False,70278730,70278731
50,179,spatial,0.26,0.14,0.38,False,70278731,70278732
50,180,color,0.16,0.02,0.3,False,70278826,70278827
50,180,coordinate,0.08,-0.06,0.22,False,70278827,70278828
50,180,count,-0.22,-0.34,-0.1,True,70278828,70278829
50,180,ocr,0.08,0.0,0.18,False,70278829,70278830
50,180,shape,0.0,-0.12,0.12,False,70278830,70278831
50,180,spatial,0.22,0.12,0.34,False,70278831,70278832
50,181,color,0.18,0.02,0.32,False,70278926,70278927
50,181,coordinate,0.2,0.06,0.34,False,70278927,70278928
50,181,count,-0.24,-0.36,-0.12,True,70278928,70278929
50,181,ocr,0.04,-0.04,0.12,False,70278929,70278930
50,181,shape,-0.08,-0.22,0.04,False,70278930,70278931
50,181,spatial,0.24,0.12,0.36,False,70278931,70278932
50,182,color,0.18,0.02,0.34,False,70279026,70279027
50,182,coordinate,0.08,-0.08,0.24,False,70279027,70279028
50,182,count,-0.3,-0.44,-0.18,True,70279028,70279029
50,182,ocr,0.08,0.02,0.16,False,70279029,70279030
50,182,shape,-0.1,-0.22,0.02,False,70279030,70279031
50,182,spatial,0.22,0.1,0.34,False,70279031,70279032
50,183,color,0.16,0.02,0.3,False,70279126,70279127
50,183,coordinate,0.04,-0.1,0.2,False,70279127,70279128
50,183,count,-0.4,-0.54,-0.26,True,70279128,70279129
50,183,ocr,0.08,0.02,0.16,False,70279129,70279130
50,183,shape,-0.04,-0.14,0.06,False,70279130,70279131
50,183,spatial,0.26,0.14,0.38,False,70279131,70279132
50,184,color,0.18,0.02,0.34,False,70279226,70279227
50,184,coordinate,0.06,-0.08,0.2,False,70279227,70279228
50,184,count,-0.14,-0.24,-0.04,True,70279228,70279229
50,184,ocr,0.02,-0.04,0.1,False,70279229,70279230
50,184,shape,0.02,-0.08,0.12,False,70279230,70279231
50,184,spatial,0.3,0.18,0.42,False,70279231,70279232
50,185,color,0.16,0.0,0.32,False,70279326,70279327
50,185,coordinate,0.08,-0.06,0.22,False,70279327,70279328
50,185,count,-0.4,-0.54,-0.26,True,70279328,70279329
50,185,ocr,0.04,-0.04,0.12,False,70279329,70279330
50,185,shape,0.06,-0.04,0.16,False,70279330,70279331
50,185,spatial,0.3,0.18,0.44,False,70279331,70279332
50,186,color,0.32,0.16,0.48,False,70279426,70279427
50,186,coordinate,0.18,0.02,0.34,False,70279427,70279428
50,186,count,-0.28,-0.4,-0.16,True,70279428,70279429
50,186,ocr,0.06,-0.02,0.14,False,70279429,70279430
50,186,shape,-0.02,-0.14,0.1,False,70279430,70279431
50,186,spatial,0.2,0.1,0.32,False,70279431,70279432
50,187,color,0.2,0.06,0.34,False,70279526,70279527
50,187,coordinate,0.16,0.0,0.32,False,70279527,70279528
50,187,count,-0.28,-0.4,-0.16,True,70279528,70279529
50,187,ocr,-0.02,-0.08,0.04,False,70279529,70279530
50,187,shape,-0.04,-0.12,0.04,False,70279530,70279531
50,187,spatial,0.2,0.1,0.32,False,70279531,70279532
50,188,color,0.28,0.1,0.44,False,70279626,70279627
50,188,coordinate,0.08,-0.06,0.22,False,70279627,70279628
50,188,count,-0.36,-0.5,-0.24,True,70279628,70279629
50,188,ocr,0.08,0.0,0.18,False,70279629,70279630
50,188,shape,-0.04,-0.16,0.06,False,70279630,70279631
50,188,spatial,0.22,0.1,0.34,False,70279631,70279632
50,189,color,0.24,0.1,0.38,False,70279726,70279727
50,189,coordinate,0.18,0.04,0.34,False,70279727,70279728
50,189,count,-0.34,-0.48,-0.22,True,70279728,70279729
50,189,ocr,0.06,-0.02,0.14,False,70279729,70279730
50,189,shape,-0.06,-0.14,0.02,False,70279730,70279731
50,189,spatial,0.2,0.1,0.32,False,70279731,70279732
50,190,color,0.32,0.18,0.46,False,70279826,70279827
50,190,coordinate,0.1,-0.04,0.24,False,70279827,70279828
50,190,count,-0.34,-0.48,-0.22,True,70279828,70279829
50,190,ocr,0.02,-0.06,0.1,False,70279829,70279830
50,190,shape,0.0,-0.12,0.14,False,70279830,70279831
50,190,spatial,0.26,0.14,0.38,False,70279831,70279832
50,191,color,0.2,0.02,0.36,False,70279926,70279927
50,191,coordinate,0.06,-0.1,0.22,False,70279927,70279928
50,191,count,-0.22,-0.34,-0.12,True,70279928,70279929
50,191,ocr,0.02,-0.04,0.08,False,70279929,70279930
50,191,shape,-0.1,-0.2,0.0,False,70279930,70279931
50,191,spatial,0.28,0.16,0.4,False,70279931,70279932
50,192,color,0.18,0.02,0.34,False,70280026,70280027
50,192,coordinate,0.02,-0.14,0.16,False,70280027,70280028
50,192,count,-0.3,-0.42,-0.18,True,70280028,70280029
50,192,ocr,0.06,-0.02,0.16,False,70280029,70280030
50,192,shape,-0.04,-0.14,0.06,False,70280030,70280031
50,192,spatial,0.24,0.12,0.36,False,70280031,70280032
50,193,color,0.2,0.02,0.38,False,70280126,70280127
50,193,coordinate,0.06,-0.08,0.2,False,70280127,70280128
50,193,count,-0.28,-0.4,-0.16,True,70280128,70280129
50,193,ocr,0.04,-0.04,0.14,False,70280129,70280130
50,193,shape,-0.08,-0.18,0.02,False,70280130,70280131
50,193,spatial,0.34,0.22,0.48,False,70280131,70280132
50,194,color,0.16,0.02,0.3,False,70280226,70280227
50,194,coordinate,0.12,0.0,0.24,False,70280227,70280228
50,194,count,-0.32,-0.46,-0.2,True,70280228,70280229
50,194,ocr,0.0,-0.08,0.08,False,70280229,70280230
50,194,shape,-0.02,-0.08,0.04,False,70280230,70280231
50,194,spatial,0.24,0.14,0.36,False,70280231,70280232
50,195,color,0.1,-0.08,0.28,False,70280326,70280327
50,195,coordinate,0.12,-0.02,0.26,False,70280327,70280328
50,195,count,-0.24,-0.36,-0.12,True,70280328,70280329
50,195,ocr,0.02,0.0,0.06,False,70280329,70280330
50,195,shape,-0.06,-0.18,0.06,False,70280330,70280331
50,195,spatial,0.22,0.12,0.34,False,70280331,70280332
50,196,color,0.22,0.1,0.34,False,70280426,70280427
50,196,coordinate,0.08,-0.06,0.24,False,70280427,70280428
50,196,count,-0.36,-0.5,-0.22,True,70280428,70280429
50,196,ocr,0.02,-0.04,0.08,False,70280429,70280430
50,196,shape,0.0,-0.1,0.1,False,70280430,70280431
50,196,spatial,0.28,0.16,0.4,False,70280431,70280432
50,197,color,0.12,-0.02,0.28,False,70280526,70280527
50,197,coordinate,0.16,0.04,0.3,False,70280527,70280528
50,197,count,-0.3,-0.42,-0.18,True,70280528,70280529
50,197,ocr,0.02,-0.04,0.1,False,70280529,70280530
50,197,shape,-0.02,-0.12,0.06,False,70280530,70280531
50,197,spatial,0.22,0.12,0.34,False,70280531,70280532
50,198,color,0.18,0.04,0.3,False,70280626,70280627
50,198,coordinate,0.04,-0.12,0.2,False,70280627,70280628
50,198,count,-0.26,-0.38,-0.14,True,70280628,70280629
50,198,ocr,0.0,-0.08,0.08,False,70280629,70280630
50,198,shape,-0.08,-0.16,-0.02,False,70280630,70280631
50,198,spatial,0.22,0.12,0.36,False,70280631,70280632
50,199,color,0.2,0.0,0.38,False,70280726,70280727
50,199,coordinate,-0.04,-0.2,0.12,False,70280727,70280728
50,199,count,-0.34,-0.48,-0.22,True,70280728,70280729
50,199,ocr,0.02,-0.04,0.1,False,70280729,70280730
50,199,shape,-0.06,-0.18,0.06,False,70280730,70280731
50,199,spatial,0.28,0.16,0.4,False,70280731,70280732
100,0,color,0.14,0.04,0.24,False,120260826,120260827
100,0,coordinate,0.11,0.0,0.22,False,120260827,120260828
100,0,count,-0.28,-0.37,-0.19,True,120260828,120260829
100,0,ocr,0.04,-0.02,0.11,False,120260829,120260830
100,0,shape,-0.04,-0.12,0.04,False,120260830,120260831
100,0,spatial,0.24,0.16,0.33,False,120260831,120260832
100,1,color,0.19,0.09,0.3,False,120260926,120260927
100,1,coordinate,0.03,-0.08,0.13,False,120260927,120260928
100,1,count,-0.29,-0.38,-0.2,True,120260928,120260929
100,1,ocr,0.06,0.0,0.13,False,120260929,120260930
100,1,shape,-0.05,-0.13,0.03,False,120260930,120260931
100,1,spatial,0.33,0.24,0.42,False,120260931,120260932
100,2,color,0.2,0.09,0.31,False,120261026,120261027
100,2,coordinate,0.09,-0.01,0.19,False,120261027,120261028
100,2,count,-0.28,-0.37,-0.19,True,120261028,120261029
100,2,ocr,0.03,-0.01,0.08,False,120261029,120261030
100,2,shape,-0.05,-0.14,0.04,False,120261030,120261031
100,2,spatial,0.25,0.17,0.33,False,120261031,120261032
100,3,color,0.17,0.05,0.29,False,120261126,120261127
100,3,coordinate,0.17,0.06,0.28,False,120261127,120261128
100,3,count,-0.24,-0.32,-0.16,True,120261128,120261129
100,3,ocr,0.06,0.01,0.11,False,120261129,120261130
100,3,shape,-0.04,-0.13,0.05,False,120261130,120261131
100,3,spatial,0.3,0.21,0.39,False,120261131,120261132
100,4,color,0.2,0.09,0.31,False,120261226,120261227
100,4,coordinate,0.11,-0.01,0.23,False,120261227,120261228
100,4,count,-0.32,-0.41,-0.23,True,120261228,120261229
100,4,ocr,0.04,0.0,0.09,False,120261229,120261230
100,4,shape,-0.07,-0.16,0.01,False,120261230,120261231
100,4,spatial,0.28,0.19,0.37,False,120261231,120261232
100,5,color,0.23,0.12,0.34,False,120261326,120261327
100,5,coordinate,0.18,0.08,0.28,False,120261327,120261328
100,5,count,-0.31,-0.4,-0.22,True,120261328,120261329
100,5,ocr,0.04,-0.01,0.09,False,120261329,120261330
100,5,shape,0.01,-0.06,0.07,False,120261330,120261331
100,5,spatial,0.27,0.19,0.36,False,120261331,120261332
100,6,color,0.19,0.09,0.3,False,120261426,120261427
100,6,coordinate,0.12,0.02,0.23,False,120261427,120261428
100,6,count,-0.3,-0.39,-0.21,True,120261428,120261429
100,6,ocr,0.03,-0.03,0.09,False,120261429,120261430
100,6,shape,-0.01,-0.09,0.07,False,120261430,120261431
100,6,spatial,0.2,0.12,0.28,False,120261431,120261432
100,7,color,0.2,0.08,0.32,False,120261526,120261527
100,7,coordinate,0.08,-0.03,0.18,False,120261527,120261528
100,7,count,-0.37,-0.47,-0.28,True,120261528,120261529
100,7,ocr,0.01,-0.05,0.07,False,120261529,120261530
100,7,shape,0.01,-0.07,0.09,False,120261530,120261531
100,7,spatial,0.26,0.17,0.35,False,120261531,120261532
100,8,color,0.14,0.04,0.25,False,120261626,120261627
100,8,coordinate,0.15,0.05,0.26,False,120261627,120261628
100,8,count,-0.3,-0.39,-0.21,True,120261628,120261629
100,8,ocr,0.02,-0.03,0.07,False,120261629,120261630
100,8,shape,-0.02,-0.1,0.06,False,120261630,120261631
100,8,spatial,0.28,0.2,0.37,False,120261631,120261632
100,9,color,0.2,0.09,0.31,False,120261726,120261727
100,9,coordinate,0.08,-0.02,0.18,False,120261727,120261728
100,9,count,-0.28,-0.37,-0.2,True,120261728,120261729
100,9,ocr,0.07,0.01,0.13,False,120261729,120261730
100,9,shape,-0.04,-0.12,0.04,False,120261730,120261731
100,9,spatial,0.28,0.19,0.37,False,120261731,120261732
100,10,color,0.27,0.17,0.36,False,120261826,120261827
100,10,coordinate,0.13,0.02,0.24,False,120261827,120261828
100,10,count,-0.31,-0.41,-0.22,True,120261828,120261829
100,10,ocr,0.01,-0.03,0.05,False,120261829,120261830
100,10,shape,-0.05,-0.13,0.03,False,120261830,120261831
100,10,spatial,0.23,0.15,0.31,False,120261831,120261832
100,11,color,0.18,0.06,0.3,False,120261926,120261927
100,11,coordinate,0.08,-0.03,0.19,False,120261927,120261928
100,11,count,-0.3,-0.39,-0.21,True,120261928,120261929
100,11,ocr,0.04,-0.02,0.1,False,120261929,120261930
100,11,shape,-0.02,-0.09,0.05,False,120261930,120261931
100,11,spatial,0.24,0.16,0.33,False,120261931,120261932
100,12,color,0.18,0.07,0.29,False,120262026,120262027
100,12,coordinate,0.11,-0.01,0.23,False,120262027,120262028
100,12,count,-0.25,-0.34,-0.17,True,120262028,120262029
100,12,ocr,0.01,-0.06,0.07,False,120262029,120262030
100,12,shape,-0.08,-0.15,-0.02,False,120262030,120262031
100,12,spatial,0.27,0.18,0.36,False,120262031,120262032
100,13,color,0.16,0.04,0.28,False,120262126,120262127
100,13,coordinate,0.11,0.01,0.21,False,120262127,120262128
100,13,count,-0.33,-0.42,-0.24,True,120262128,120262129
100,13,ocr,0.05,0.0,0.1,False,120262129,120262130
100,13,shape,-0.05,-0.13,0.03,False,120262130,120262131
100,13,spatial,0.31,0.22,0.4,False,120262131,120262132
100,14,color,0.19,0.07,0.31,False,120262226,120262227
100,14,coordinate,0.16,0.05,0.27,False,120262227,120262228
100,14,count,-0.37,-0.47,-0.27,True,120262228,120262229
100,14,ocr,0.04,-0.02,0.1,False,120262229,120262230
100,14,shape,-0.03,-0.11,0.05,False,120262230,120262231
100,14,spatial,0.27,0.18,0.36,False,120262231,120262232
100,15,color,0.22,0.11,0.33,False,120262326,120262327
100,15,coordinate,0.04,-0.08,0.15,False,120262327,120262328
100,15,count,-0.28,-0.37,-0.19,True,120262328,120262329
100,15,ocr,0.01,-0.05,0.07,False,120262329,120262330
100,15,shape,-0.02,-0.09,0.05,False,120262330,120262331
100,15,spatial,0.25,0.16,0.34,False,120262331,120262332
100,16,color,0.16,0.04,0.28,False,120262426,120262427
100,16,coordinate,0.1,-0.01,0.21,False,120262427,120262428
100,16,count,-0.35,-0.45,-0.25,True,120262428,120262429
100,16,ocr,0.04,-0.02,0.11,False,120262429,120262430
100,16,shape,-0.03,-0.11,0.05,False,120262430,120262431
100,16,spatial,0.24,0.16,0.33,False,120262431,120262432
100,17,color,0.18,0.07,0.29,False,120262526,120262527
100,17,coordinate,0.11,-0.01,0.23,False,120262527,120262528
100,17,count,-0.27,-0.36,-0.19,True,120262528,120262529
100,17,ocr,0.04,-0.01,0.1,False,120262529,120262530
100,17,shape,-0.06,-0.14,0.02,False,120262530,120262531
100,17,spatial,0.2,0.12,0.28,False,120262531,120262532
100,18,color,0.22,0.1,0.35,False,120262626,120262627
100,18,coordinate,0.07,-0.03,0.17,False,120262627,120262628
100,18,count,-0.32,-0.42,-0.23,True,120262628,120262629
100,18,ocr,0.05,0.0,0.1,False,120262629,120262630
100,18,shape,0.01,-0.07,0.09,False,120262630,120262631
100,18,spatial,0.24,0.16,0.33,False,120262631,120262632
100,19,color,0.23,0.13,0.35,False,120262726,120262727
100,19,coordinate,0.13,0.02,0.24,False,120262727,120262728
100,19,count,-0.3,-0.39,-0.21,True,120262728,120262729
100,19,ocr,0.03,-0.04,0.1,False,120262729,120262730
100,19,shape,-0.05,-0.14,0.03,False,120262730,120262731
100,19,spatial,0.24,0.16,0.32,False,120262731,120262732
100,20,color,0.18,0.08,0.28,False,120262826,120262827
100,20,coordinate,0.1,-0.01,0.21,False,120262827,120262828
100,20,count,-0.23,-0.32,-0.15,True,120262828,120262829
100,20,ocr,0.05,0.0,0.11,False,120262829,120262830
100,20,shape,-0.02,-0.1,0.06,False,120262830,120262831
100,20,spatial,0.24,0.16,0.33,False,120262831,120262832
100,21,color,0.19,0.08,0.29,False,120262926,120262927
100,21,coordinate,0.05,-0.05,0.16,False,120262927,120262928
100,21,count,-0.3,-0.39,-0.21,True,120262928,120262929
100,21,ocr,0.01,-0.05,0.07,False,120262929,120262930
100,21,shape,-0.02,-0.09,0.05,False,120262930,120262931
100,21,spatial,0.25,0.17,0.34,False,120262931,120262932
100,22,color,0.18,0.07,0.29,False,120263026,120263027
100,22,coordinate,0.11,0.0,0.22,False,120263027,120263028
100,22,count,-0.23,-0.32,-0.16,True,120263028,120263029
100,22,ocr,0.02,-0.04,0.08,False,120263029,120263030
100,22,shape,-0.06,-0.13,0.0,False,120263030,120263031
100,22,spatial,0.22,0.14,0.3,False,120263031,120263032
100,23,color,0.24,0.13,0.35,False,120263126,120263127
100,23,coordinate,0.1,0.01,0.2,False,120263127,120263128
100,23,count,-0.32,-0.42,-0.23,True,120263128,120263129
100,23,ocr,-0.01,-0.07,0.05,False,120263129,120263130
100,23,shape,0.04,-0.02,0.11,False,120263130,120263131
100,23,spatial,0.28,0.2,0.38,False,120263131,120263132
100,24,color,0.19,0.08,0.3,False,120263226,120263227
100,24,coordinate,0.03,-0.08,0.13,False,120263227,120263228
100,24,count,-0.29,-0.38,-0.2,True,120263228,120263229
100,24,ocr,0.0,-0.05,0.05,False,120263229,120263230
100,24,shape,-0.04,-0.12,0.03,False,120263230,120263231
100,24,spatial,0.25,0.17,0.34,False,120263231,120263232
100,25,color,0.25,0.15,0.36,False,120263326,120263327
100,25,coordinate,0.06,-0.05,0.16,False,120263327,120263328
100,25,count,-0.25,-0.34,-0.17,True,120263328,120263329
100,25,ocr,0.04,-0.01,0.1,False,120263329,120263330
100,25,shape,-0.06,-0.13,0.01,False,120263330,120263331
100,25,spatial,0.23,0.15,0.31,False,120263331,120263332
100,26,color,0.23,0.12,0.34,False,120263426,120263427
100,26,coordinate,0.03,-0.07,0.13,False,120263427,120263428
100,26,count,-0.28,-0.37,-0.19,True,120263428,120263429
100,26,ocr,0.06,0.0,0.12,False,120263429,120263430
100,26,shape,-0.04,-0.12,0.04,False,120263430,120263431
100,26,spatial,0.24,0.16,0.33,False,120263431,120263432
100,27,color,0.23,0.11,0.35,False,120263526,120263527
100,27,coordinate,0.03,-0.08,0.14,False,120263527,120263528
100,27,count,-0.27,-0.36,-0.18,True,120263528,120263529
100,27,ocr,0.05,0.0,0.1,False,120263529,120263530
100,27,shape,-0.07,-0.15,0.01,False,120263530,120263531
100,27,spatial,0.31,0.22,0.41,False,120263531,120263532
100,28,color,0.16,0.06,0.27,False,120263626,120263627
100,28,coordinate,0.11,-0.01,0.23,False,120263627,120263628
100,28,count,-0.29,-0.38,-0.2,True,120263628,120263629
100,28,ocr,0.03,-0.02,0.09,False,120263629,120263630
100,28,shape,-0.06,-0.14,0.03,False,120263630,120263631
100,28,spatial,0.2,0.12,0.28,False,120263631,120263632
100,29,color,0.19,0.08,0.29,False,120263726,120263727
100,29,coordinate,0.04,-0.07,0.15,False,120263727,120263728
100,29,count,-0.28,-0.37,-0.19,True,120263728,120263729
100,29,ocr,0.02,-0.05,0.09,False,120263729,120263730
100,29,shape,-0.01,-0.09,0.06,False,120263730,120263731
100,29,spatial,0.24,0.16,0.32,False,120263731,120263732
100,30,color,0.13,0.01,0.24,False,120263826,120263827
100,30,coordinate,0.2,0.09,0.32,False,120263827,120263828
100,30,count,-0.27,-0.35,-0.18,True,120263828,120263829
100,30,ocr,0.04,0.0,0.09,False,120263829,120263830
100,30,shape,-0.07,-0.15,0.01,False,120263830,120263831
100,30,spatial,0.28,0.19,0.37,False,120263831,120263832
100,31,color,0.15,0.03,0.26,False,120263926,120263927
100,31,coordinate,0.07,-0.04,0.18,False,120263927,120263928
100,31,count,-0.28,-0.37,-0.2,True,120263928,120263929
100,31,ocr,0.04,-0.03,0.11,False,120263929,120263930
100,31,shape,-0.04,-0.11,0.02,False,120263930,120263931
100,31,spatial,0.19,0.12,0.27,False,120263931,120263932
100,32,color,0.2,0.09,0.3,False,120264026,120264027
100,32,coordinate,0.07,-0.04,0.17,False,120264027,120264028
100,32,count,-0.27,-0.36,-0.18,True,120264028,120264029
100,32,ocr,0.06,-0.01,0.12,False,120264029,120264030
100,32,shape,-0.08,-0.15,-0.02,False,120264030,120264031
100,32,spatial,0.24,0.16,0.33,False,120264031,120264032
100,33,color,0.16,0.05,0.26,False,120264126,120264127
100,33,coordinate,0.14,0.02,0.26,False,120264127,120264128
100,33,count,-0.3,-0.4,-0.21,True,120264128,120264129
100,33,ocr,0.05,0.0,0.11,False,120264129,120264130
100,33,shape,-0.05,-0.12,0.02,False,120264130,120264131
100,33,spatial,0.26,0.17,0.35,False,120264131,120264132
100,34,color,0.2,0.09,0.32,False,120264226,120264227
100,34,coordinate,0.1,0.01,0.19,False,120264227,120264228
100,34,count,-0.27,-0.36,-0.19,True,120264228,120264229
100,34,ocr,0.04,-0.02,0.1,False,120264229,120264230
100,34,shape,-0.04,-0.11,0.03,False,120264230,120264231
100,34,spatial,0.26,0.18,0.35,False,120264231,120264232
100,35,color,0.14,0.03,0.26,False,120264326,120264327
100,35,coordinate,0.11,0.0,0.22,False,120264327,120264328
100,35,count,-0.26,-0.35,-0.18,True,120264328,120264329
100,35,ocr,0.05,-0.01,0.11,False,120264329,120264330
100,35,shape,-0.02,-0.09,0.06,False,120264330,120264331
100,35,spatial,0.24,0.16,0.33,False,120264331,120264332
100,36,color,0.2,0.07,0.32,False,120264426,120264427
100,36,coordinate,0.06,-0.05,0.17,False,120264427,120264428
100,36,count,-0.34,-0.44,-0.25,True,120264428,120264429
100,36,ocr,0.02,-0.03,0.07,False,120264429,120264430
100,36,shape,-0.01,-0.08,0.06,False,120264430,120264431
100,36,spatial,0.25,0.17,0.34,False,120264431,120264432
100,37,color,0.1,-0.01,0.21,False,120264526,120264527
100,37,coordinate,0.13,0.01,0.25,False,120264527,120264528
100,37,count,-0.31,-0.4,-0.22,True,120264528,120264529
100,37,ocr,0.02,-0.03,0.08,False,120264529,120264530
100,37,shape,-0.01,-0.08,0.06,False,120264530,120264531
100,37,spatial,0.26,0.17,0.35,False,120264531,120264532
100,38,color,0.17,0.07,0.28,False,120264626,120264627
100,38,coordinate,0.06,-0.05,0.17,False,120264627,120264628
100,38,count,-0.29,-0.38,-0.2,True,120264628,120264629
100,38,ocr,0.0,-0.05,0.05,False,120264629,120264630
100,38,shape,-0.03,-0.12,0.05,False,120264630,120264631
100,38,spatial,0.25,0.17,0.34,False,120264631,120264632
100,39,color,0.16,0.05,0.27,False,120264726,120264727
100,39,coordinate,0.1,-0.01,0.22,False,120264727,120264728
100,39,count,-0.26,-0.35,-0.18,True,120264728,120264729
100,39,ocr,0.04,-0.02,0.1,False,120264729,120264730
100,39,shape,-0.03,-0.1,0.04,False,120264730,120264731
100,39,spatial,0.24,0.16,0.32,False,120264731,120264732
100,40,color,0.21,0.1,0.32,False,120264826,120264827
100,40,coordinate,0.07,-0.04,0.18,False,120264827,120264828
100,40,count,-0.29,-0.38,-0.21,True,120264828,120264829
100,40,ocr,0.04,-0.02,0.1,False,120264829,120264830
100,40,shape,-0.06,-0.14,0.02,False,120264830,120264831
100,40,spatial,0.28,0.2,0.37,False,120264831,120264832
100,41,color,0.17,0.07,0.27,False,120264926,120264927
100,41,coordinate,0.04,-0.06,0.14,False,120264927,120264928
100,41,count,-0.33,-0.42,-0.23,True,120264928,120264929
100,41,ocr,0.04,0.01,0.08,False,120264929,120264930
100,41,shape,-0.05,-0.13,0.03,False,120264930,120264931
100,41,spatial,0.27,0.19,0.36,False,120264931,120264932
100,42,color,0.23,0.12,0.35,False,120265026,120265027
100,42,coordinate,0.07,-0.03,0.17,False,120265027,120265028
100,42,count,-0.33,-0.43,-0.24,True,120265028,120265029
100,42,ocr,0.04,-0.03,0.11,False,120265029,120265030
100,42,shape,0.0,-0.08,0.08,False,120265030,120265031
100,42,spatial,0.25,0.17,0.33,False,120265031,120265032
100,43,color,0.19,0.07,0.31,False,120265126,120265127
100,43,coordinate,0.12,0.02,0.23,False,120265127,120265128
100,43,count,-0.25,-0.33,-0.17,True,120265128,120265129
100,43,ocr,0.06,-0.01,0.13,False,120265129,120265130
100,43,shape,-0.07,-0.15,0.02,False,120265130,120265131
100,43,spatial,0.21,0.13,0.29,False,120265131,120265132
100,44,color,0.24,0.14,0.35,False,120265226,120265227
100,44,coordinate,0.15,0.04,0.26,False,120265227,120265228
100,44,count,-0.28,-0.37,-0.19,True,120265228,120265229
100,44,ocr,0.04,-0.02,0.1,False,120265229,120265230
